Change Type,Empresa,Código,Título,Revisión,Fecha de emisión,Disciplina,Tipo de documento,Grupo de documento,Clase de documento,Estado,Fase/Área,Creado el,Área Húmeda
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-003,SUMINISTRO ELÉCTRICO 23 KV ÁREA HÚMEDA - DISPOSICIÓN DE CANALIZACIONES ELÉCTRICAS - SECCIONES Y DETALLES,0,21/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,21/07/2026 16:21,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-004,DISPOSICIÓN GENERAL DE CANALIZACIONES ELÉCTRICAS 23 kV- PLANTA,0,23/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,23/07/2026 15:44,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-005,DISPOSICIÓN DE CANALIZACIONES ELÉCTRICAS 23 kV- SECCIONES (1 DE 2),0,23/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,23/07/2026 16:31,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-006,DISPOSICIÓN DE CANALIZACIONES ELÉCTRICAS 23 kV- SECCIONES (2 DE 2),0,23/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,23/07/2026 16:33,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-007,SISTEMA DE RECTIFICACIÓN N°1 - CANALIZACIONES ELÉCTRICAS - PLANTA Y SECCIONES,0,29/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,30/07/2026 08:52,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-008,SISTEMA DE RECTIFICACIÓN N°2 - CANALIZACIONES ELÉCTRICAS - PLANTA Y SECCIONES,0,29/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,30/07/2026 08:53,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-009,CANALIZACIONES ELÉCTRICAS 23 kV - DESARROLLO DE BUZONES ELÉCTRICOS (1 DE 3),1,27/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,27/07/2026 09:28,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-010,CANALIZACIONES ELÉCTRICAS 23 kV - DESARROLLO DE BUZONES ELÉCTRICOS (2 DE 3),1,27/07/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,27/07/2026 09:29,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-011,CANALIZACIONES ELÉCTRICAS 23 kV - DESARROLLO DE BUZONES ELÉCTRICOS (3 DE 3),0,29/07/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado con Comentarios,Ingeniería,30/07/2026 08:54,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-LY-012,SISTEMA DE RECTIFICACIÓN N°2 - CANALIZACIONES ELÉCTRICAS - SECCIONES Y DETALLES,B,11/08/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado con Comentarios,Ingeniería,11/08/2026 14:31,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-001,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (1 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:24,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-002,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (2 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:25,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-003,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (3 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:26,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-004,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (4 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:27,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-005,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (5 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:28,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-006,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (6 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:29,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-007,ESTÁNDARES CONSTRUCTIVOS - CANALIZACIONES DE FUERZA Y CONTROL (7 DE 7),0,28/04/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,28/04/2026 12:29,3000 - Área Húmeda - General
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3000-07-RD-008,ESTÁNDARES CONSTRUCTIVOS - SISTEMA DE TIERRA Y PROTECCIÓN ATMOSFÉRICA (1 DE 4),0,19/03/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado y Validado,Ingeniería,19/03/2026 10:35,3000 - Área Húmeda - General
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-GL-006,PUESTA A TIERRA PARA TANQUES DE DIESEL Y DILUYENTE,B,19/08/2026,ELECTRICA,Planos,Planos,Técnicos,Revisión de SPCC,Ingeniería,19/08/2026 09:36,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LL-007,TREN A - E3- D Y L - DISTRIBUCIÓN DE ALUMBRADO - SECCIONES (1 DE 2),0,26/06/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado con Comentarios,Ingeniería,26/06/2026 12:53,3300 - Extracción por Solventes
NEW,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LL-012,TREN B - E3- D Y L - DISTRIBUCIÓN DE ALUMBRADO - PLANTA,0,26/06/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado con Comentarios,Ingeniería,26/06/2026 17:30,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-007,ÁREA DE DIÉSEL Y DILUYENTE - CANALIZACIÓN FUERZA Y CONTROL - PLANTA,B,17/08/2026,ELECTRICA,Planos,Planos,Técnicos,Revisión de SPCC,Ingeniería,17/08/2026 11:39,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-008,ÁREA DE DIÉSEL Y DILUYENTE - CANALIZACIÓN FUERZA Y CONTROL - SECCIONES Y DETALLES,B,17/08/2026,ELECTRICA,Planos,Planos,Técnicos,Revisión de SPCC,Ingeniería,17/08/2026 11:40,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-012,TREN A PLANTA E1 - CANALIZACIÓN FUERZA Y CONTROL BANDEJAS Y CONDUITS - SECCIONES,B,11/06/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado con Comentarios,Ingeniería,12/06/2026 09:32,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-028,CANALIZACIÓN FUERZA Y CONTROL - BANCO DUCTOS - PLANTA,1,21/08/2026,ELECTRICA,Planos,Planos,Técnicos,Construcción,Ingeniería,21/08/2026 17:48,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-029,CANALIZACIÓN FUERZA Y CONTROL - BANCO DUCTOS - SECCIONES Y DETALLES (1 DE 3),D,27/05/2026,ELECTRICA,Planos,Planos,Técnicos,Revisión de SPCC,Ingeniería,27/05/2026 17:56,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-LY-032,DESARROLLO DE BUZONES ELÉCTRICOS (1 DE 5),1,22/05/2026,ELECTRICA,Planos,Planos,Técnicos,Revisado y Validado,Ingeniería,25/05/2026 10:01,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-058,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300-CWR-001”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:28,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-059,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300-CWR-004”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:29,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-060,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300-CWR-005”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:29,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-066,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300-CWR-006”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:35,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-067,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300- CWR-009”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:37,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-068,DIAGRAMA ESQUEMÁTICO DE CONTROL CARRO EXTRACCIÓN GRUMOS “300-CWR-010”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:39,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-073,DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBA ORGÁNICO TRATADO. “300- PPC-001”,0,12/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 08:42,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-121,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-006”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 11:51,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-122,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-007”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 11:55,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-123,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-008”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 11:57,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-124,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-009”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 11:59,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-125,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-012,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:00,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-126,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ORGÁNICO 300-PPC-013,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:01,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-127,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ACUOSO 300-PPC-014,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:02,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-128,DIAGRAMA DE INTERCONEXIONES “BOMBA TRASPASO ACUOSO 300-PPC-015,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:03,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-129,DIAGRAMA DE INTERCONEXIONES “BOMBA ALIMENTACIÓN TRICANTER 300-PPD-003”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:04,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-130,DIAGRAMA DE INTERCONEXIONES “BOMBA ALIMENTACIÓN TRICANTER 300-PPD-007”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:41,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-131,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS E1 “300-CWR-001”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:14,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-132,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS D “300-CWR-004”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:15,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-133,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS L “300-CWR-005”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:19,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-134,DIAGRAMA DE INTERCONEXIONES AGITADOR TANQUE GRUMOS PRIMARIOS “300-AGA-001”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:21,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-136,DIAGRAMA DE INTERCONEXIONES AGITADOR TANQUE TRATAMIENTO DE ORGÁNICO “300-AGA-003”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:23,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-137,DIAGRAMA DE INTERCONEXIONES AGITADOR TANQUE GRUMOS SECUNDARIOS “300-AGA-006”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:24,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-138,DIAGRAMA DE INTERCONEXIONES AGITADOR TANQUE PRE-CAPA “300-AGA-009”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:24,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-139,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS E1 “300-CWR-006”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:25,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-140,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS D “300-CWR-009”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:39,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-141,DIAGRAMA DE INTERCONEXIONES CARRO TRACCIÓN EXTRACCIÓN GRUMOS L “300-CWR-010”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:40,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3300-07-WD-146,DIAGRAMA DE INTERCONEXIONES BOMBA DE ORGÁNICO TRATADO “300-PPC-001”,0,13/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,13/08/2026 12:40,3300 - Extracción por Solventes
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-001,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO RICO ""400-PPC-001""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 13:56,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-002,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO RICO ""400-PPC-002""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 13:57,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-003,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO RICO ""400-PPC-003""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 13:59,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-004,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-004""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:00,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-005,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO RICO ""400-PPC-005""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:05,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-006,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-006""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:09,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-007,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-007""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:11,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-008,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-008""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:12,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-009,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-009""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:12,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-010,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-010""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:13,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-011,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS RECIRCULACIÓN ELECTROLITO ""400-PPC-011""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 13:55,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-012,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO POBRE A TREN A/B ""400-PPC-012""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:14,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-013,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO POBRE A TREN A/B ""400-PPC-013""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:14,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-014,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO POBRE A TREN A/B ""400-PPC-014""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:15,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-015,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO POBRE RETROLAVADO ""400-PPC-015""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:16,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-016,"DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS ELECTROLITO POBRE RETROLAVADO ""400-PPC-016""",0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 14:17,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-017,DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS DE RETROLAVADO ETAPA S “400-PPC-018 “,0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 16:36,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-018,DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBAS DE RETROLAVADO ETAPA S “400-PPC-019 “,0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 16:37,3400 - Patio de Tanques
UPDATED,CUMBRA INGENIERÍA S.A.,P22-DA-3400-07-WD-019,DIAGRAMA ESQUEMÁTICO DE CONTROL BOMBA TANQUE DE RETENCIÓN “400-PPC-021 “,0,10/08/2026,ELECTRICA,Planos,Planos,Técnicos,Informativo,Ingeniería,10/08/2026 16:38,3400 - Patio de Tanques
